Location,Developer,Project,Type,Category,Model,Floor,Price,DeliveryDate,Down payment,Installments,Maintinance,Phase,BUA,GardenArea,landArea,RoofArea,Parking
October,MV,I City oct,apartment ,Sky Loft,DR-Roof-Corner-5 BR-300,4,"20,278,955",4y,,,8%,CD Phase-2,300,0,0,95,Club
October,MV,I City oct,apartment ,I-Apartment,AR-Typical-Corner-4 BR-210,1,"11,313,541",4y,,,8%,CD Phase-2,210,0,0,0,Club
October,MV,I City oct,apartment ,I-Apartment,AR-Typical-Corner-4 BR-210,3,"11,313,541",4y,,,8%,CD Phase-2,210,0,0,0,Club
October,MV,I City oct,apartment ,I-Apartment,AR-Roof-Corner-4 BR-210,4,"11,313,541",4y,,,8%,CD Phase-2,210,0,0,0,Club
October,MV,I City oct,villa ,Park Villa,AR-Garden-Corner-2 BR-175,0,"14,494,392",4y,,,8%,CD Phase-2,175,101.51,0,0,Club
October,MV,I City oct,apartment ,I-Apartment,AR-Typical-Corner-3 BR-185,1,"13,753,933",4y,,,8%,CD Phase-2,185,0,0,0,Club
October,MV,I City oct,apartment ,I-Apartment,AR-Typical-Corner-3 BR-175,1,"13,289,833",4y,,,8%,CD Phase-2,175,0,0,0,Club
October,MV,I City oct,apartment ,I-Apartment,AR-Typical-Corner-3 BR-185,2,"13,753,933",4y,,,8%,CD Phase-2,185,0,0,0,Club
October,MV,I City oct,apartment ,I-Apartment,AR-Typical-Corner-3 BR-175,2,"13,289,833",4y,,,8%,CD Phase-2,175,0,0,0,Club
October,MV,I City oct,apartment ,I-Apartment,AR-Typical-Corner-3 BR-185,3,"13,753,933",4y,,,8%,CD Phase-2,185,0,0,0,Club
October,MV,I City oct,apartment ,I-Apartment,AR-Typical-Corner-3 BR-175,3,"13,289,833",4y,,,8%,CD Phase-2,175,0,0,0,Club
October,MV,I City oct,apartment ,Sky Loft,AR-Roof-Corner-4 BR-265,4,"17,914,256",4y,,,8%,CD Phase-2,265,0,0,40,Club
October,MV,I City oct,apartment ,Sky Loft,AR-Roof-Corner-4 BR-260,4,"17,682,206",4y,,,8%,CD Phase-2,260,0,0,40,Club
October,MV,I City oct,apartment ,Garden Apartment,AR-Garden-Corner-3 BR-150,G,"11,200,626",4y,,,8%,CD Phase-2,150,43.56,0,0,Club
October,MV,I City oct,villa ,I-Villa,CF-BL-Typical-Villa Corner-3 BR-225,2,"14,634,619",4y,,,8%,CD Phase-2,225,0,0,0,Club
October,MV,I City oct,villa ,I-Villa,CF-BR-Garden-Villa Corner-3 BR-215,G,"15,486,904",4y,,,8%,CD Phase-2,215,55.95,0,0,Club
October,MV,I City oct,villa ,I-Villa,CV-Garden-Villa Corner-3 BR-240,G,"19,647,980",4y,,,8%,CD Phase-2,240,122.95,0,0,Club
October,MV,I City oct,villa ,I-Villa,CV-Garden-Villa Corner-3 BR-240,G,"19,647,672",4y,,,8%,CD Phase-2,240,122.93,0,0,Club
October,MV,I City oct,villa ,I-Villa,CV-Garden-Villa Corner-3 BR-240,G,"19,647,672",4y,,,8%,CD Phase-2,240,122.93,0,0,Club
October,MV,I City oct,villa ,I-Villa,CV-Garden-Villa Corner-3 BR-240,G,"19,647,980",4y,,,8%,CD Phase-2,240,122.95,0,0,Club
October,MV,I City oct,villa ,I-Villa,CV-Garden-Villa Corner-3 BR-240,G,"17,048,812",4y,,,8%,CD Phase-2,240,120.53,0,0,Club
